,Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
71,"Alors que notre ville natale de #Melbourne entre en #stage4lockdown, nous encourageons tous à #playbytherules et passons à travers cela #ensemble. S'il te plaît",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1290083459138850817
72,Moyen légitime de faire entendre votre voix. Ont commencé à chercher pour voir quels sites sont véritablement revenus à la normale. Envoyez-leur un tweet et dites-leur que vous n'utilisez pas leurs installations. Deux habitants où j'amènerais des amis et de la famille peuvent oublier ma coutume.,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287051577010860034
73,"@GOPLeader Combien de temps pensez-vous que cela va durer ?

#SchoolMustClose",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285004492430336002
74,"Extrêmement inquiet d'apprendre la nouvelle de Shri #AmitabhBachchan Ji & #AbhishekBachchan testant COVID 19 Positive. Mes prières pour leur rétablissement rapide et sécuritaire. Nous avons hâte de les voir en pleine forme.
Encore une fois mon appel à tout le monde - #WearAMask",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282131814077747200
75,"@WHO Soyez clair - TOUT LE MONDE DOIT METTRE UN MASQUE ET UNE DISTANCE SOCIALE pour mettre fin à cela peu de temps avant la réouverture de l'école SVP !!!!

#Covid_19 #Covid #coronavaccin #pandémie #Masque #DistanciationSociale",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282856522268188674
76,Victoria a enregistré 317 nouveaux cas de coronavirus en 24 heures. Est-ce que nous n'apprenons tout simplement pas ? Ces chiffres deviennent de plus en plus effrayants #COVID19Vic #melbournelockdown #COVIDIOTS #stayhome,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283571008499138560
77,"Les gars, Covid-19 est réel et c'est au Zimbabwe pour de vrai. Restez en sécurité, restez à la maison, pratiquez toujours la distanciation sociale, désinfectez vos mains, vos poignées, vos téléphones, etc.

Ne soyez pas une statistique.",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284563835106582528
78,"@9NewsMelb @andrew_lund Plus tôt les gens feront ce qu'il faut, nous pourrons tous revenir à la normalité ! #COVID19au #DoTheRightThing #victorialockdown",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1290534342423269377
79,"2ème visite physique au cabinet en 4 mois. Je sais que tout le monde ne le peut pas, mais dans la mesure du possible, les employés doivent travailler à domicile.",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1288352217603375104
80,@SusanFarina6 @realDonaldTrump @BrandonStraka @foxandfriends @PeteHegseth Où avez-vous trouvé votre koolaid ? Triste comment vous choisissez maintenant de soutenir un terroriste nazi qui permet à la Russie de tuer nos soldats. #TrumpLiedPeopleDied #StayAtHome #voteBlue #GoJoe,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287386819911450628
81,"@fiktshun @MayorOfLA Que faites-vous pour vous en soucier ? Au #Vermont, nous faisons TOUS notre part parce que Nous :green_heart: #Vermonters !",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1284707544158658560
82,"Républicains en 2009 : Obamacare aura des panels de décès. Si vous êtes vieux ou malade, vous êtes foutu.

Républicains en 2020 : Il faut ouvrir l'économie. Donc, si vous êtes vieux ou malade, vous êtes foutu.

#COVID 19
#ReopenAmerica",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1251391849648046080
83,J'ai rompu la quarantaine aujourd'hui parce que ma climatisation était cassée et je me sens tellement coupable,stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1289616156031057921
84,@dougducey Votre inaction tue des gens. Vous possédez les numéros que nous avons en Arizona. Qu'est-ce qui ne va pas avec vous ? Remettez la commande Stay At Home.,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281364385634504705
85,"On parle beaucoup de porter des masques, mais pas assez de RESTER À LA MAISON. Savez-vous où vous n'êtes pas obligé de porter un masque? Dans votre maison. #restezchezvous",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1277720945499664384
86,"Nous sommes approvisionnés et allons bien.
#WearAMaskSaveALife #WashYourHands #StayHome",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1281864679720194052
87,"@Walmart Vous ne pouvez pas entrer dans un #bar sans ID, ce n'est pas un droit c'est une règle ! Arrêtez d'agir comme des enfants de 5 ans et suivez les règles, même si vous ne les aimez pas. #BeTheExample not the #tantrum #itsNotFair pleure les bébés. C'est facile #CommanderEnLigne",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287034895995490305
88,"Marquez un point pour moi !/Je suis toujours en vie, en bonne santé !/Coronavirus #haiku #haikuchallenge #micropoetry #poetry #score #life #ShelterInPlace",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284520766906621953
