,Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
10,@McAlistersDeli Right .. pour 2 $ d'économies de moins en restant à la maison . #Reste à la maison,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1290746301009854466
11,"@yotesrhungry @dougducey .@GOP #Koch #ALEC #TrumpPence #bootlicker @9thFloorAZ @The_RGA & #TrumpPence n'arrêtera pas de tuer des Américains jusqu'à ce que des #familles entières soient télévisées tombant mortes dans les rues à cause du #coronavirus

#COVID19 tue

#SocialDistancingWorks to #SlowTheSpread

#PorterDesMasques",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1272937684772679680
12,"Bonjour fam, juste un appel ernest ;
 1. En public, masquons-nous toujours et utilisons un désinfectant.
2. Au moins une tasse de thé au gingembre le matin et le soir.
3. Restons à la maison quand nous le pouvons.
4. Continuons et améliorons les pratiques sécuritaires.
#COVID 19",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1285810667728011264
13,"Le ministère a également annoncé 377 cas de guérison supplémentaires, portant le nombre total de guérisons à 105 018. De plus, 1 nouveau décès a été enregistré.

#QBSRadio #QBSnews #Qatar #COVID19 #CoronaVirusUpdates #YourSafetyIsMySafety #StaySafeStayHealthy",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1286338674968363012
14,Taylor ne met pas son album dans des magasins physiques est la définition de porter sur la sécurité des gens.,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1286271085680500736
15,"Hé #Edmonton, venez faire un tour sur notre propre boîte de Pétri #COVID19 - alias le funiculaire.

@yegfunicular #yeg #yegcc #COVID19AB #coronavirus #covid19canada #CoronavirusPandemic #panedmic #stayhome #stayathome #StaySafe",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290714344657784832
16,"Sérieusement, je ne sais pas pourquoi les gens pensaient #1 que les gymnases étaient sûrs et #2 qu'ils allaient rester ouverts. Les idiots ne peuvent même pas porter un masque correctement, ou n'en porteront pas du tout.

Encore une course folle pour l'équipement... par ici ? Nous continuerons à nous entraîner dans notre salle de sport à domicile. :woman_lifting_weights_medium_skin_tone::flexed_biceps_medium_skin_tone :",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282761035145809921
17,"T01- "" Ce n'est pas toujours que nous devons faire plus mais plutôt que nous devons nous concentrer sur moins. ""
                    •••
Cette période résiliente de la pandémie de COVID, d'une manière ou d'une autre, a aidé toutes nos âmes à se reposer et à se calmer pour se ressourcer saines et pures.",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282207043697274882
18,"Trouvé une toute nouvelle signification de BC - avant le coronavirus ! Combattons cela ensemble, afin que tout ce que nous avons fait avant ce virus vomissant puisse devenir ""après le coronavirus"" et que seuls les meilleurs souvenirs puissent être créés :battement : #StayAtHome",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1244962763962814464
19,@MortonBalthus Merci d'avoir suivi ! #WritingCommunity #WearAMask,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1289723088133750784
20,@jpierni @donwinslow #KeepYourChildHome pour que votre famille reste à l'abri du #TrumpVirus.,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288655629138132994
21,"@worldknowus @diprjk @kansalrohit69 @DrSyedSehrish @airnewsalerts @ANI @PTI_News @ddnews_jammu @ddnewsSrinagar @HealthMedicalE1 Exactement, seules les précautions peuvent nous protéger.",stay_at_home_orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289961106446802944
22,Pourquoi la #Floride n'est-elle pas verrouillée @GovRonDeSantis ???? Vous Trumpian Shill #Floridacoronavirus #TrumpPandemic #TrumpVirus #COVIDー19 #StayAtHome #WearADamnMask,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282345396786925568
23,"@WCTVHudak @WCTV Suspendre la saison est une solution difficile - c'est aussi la bonne. Nous devons prendre toutes les mesures préventives possibles pour être les uns pour les autres la saison prochaine. Et si nous sommes en sécurité, nous aurons une prochaine saison.",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1285523627086163968
24,@WVGovernor Que faudra-t-il pour nous fermer à nouveau ? Combien d'entre nous doivent tomber malades et mourir jusqu'à ce que vous réalisiez que nous étions EN FAIT,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289353088004812800
25,Restez à la maison et regardez vos finales préférées d'Essendon. Il y a beaucoup de choix ! #MightyBombers,stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1281449693512232960
26,"@ruth_wishart Nous espérons avoir un séjour écossais cette année. J'ai de la famille en Angleterre mais je ne visiterai pas en raison des risques de propagation. De même, ils ne voyageront pas non plus vers le nord. Beaucoup de beaux endroits à visiter dans les comtés d'origine pour l'instant.",stay_at_home_orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1277281196586795009
27,Personne ne signale #childabuse #Childneglect #DomesticAbuse #DomesticViolence PARCE QUE L'AMÉRIQUE EST FERMÉE ! Ces enfants et adultes sont enfermés toute la journée avec leurs agresseurs. Nous avons blessé plus de personnes que nous n'en avons aidés ! #COVID19 #Coronavirus #ReopenOhio #OpenUpAmericaAgain,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1251921681263792138
28,"Si vous n'avez pas atteint l'âge de la retraite, vous avez *beaucoup* plus de chances de mourir d'un accident de voiture sur le chemin du travail que de mourir du #coronavirus. Pourquoi alors ne fermons-nous jamais l'économie pour éviter les décès par accident de voiture sur votre trajet vers le travail ?",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253404169462886401
29,"@marwilliamson Le CDC s'est trompé trop de fois sur COVID-19. Pourquoi leur faire confiance, encore une fois ?
L'American Academy of Pediatrics s'est prononcée en faveur de la réouverture des écoles à l'automne. #ReOpenSchools",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282464027487227909
30,@JoeBiden @POTUS travaille 7 jours sur 7. . . TOUT LE MONDE a droit à de l'exercice sain et à de l'air frais. #Fauci est un pendule oscillant d'opinions aléatoires.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283024180607320066
31,"Personne ne signale les décès #COVID19, seulement les cas.
Arrêtez de fermer l'Amérique... nous ne tolérerons pas un autre verrouillage.
Nous pouvons penser par nous-mêmes
Vos États ne nous protègent pas, vous nous tuez.
#Arrète la folie
#Wuhan",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276541094919057409
32,@chrislhayes Tais-toi et retournons au travail. #KAG2020,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277791215585341440
33,"Pas de #SchoolReopening
=
Pas de financement gouvernemental

Rien à débattre.

#ReOpenSchools",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283111813538893825
34,@nypost Les entreprises effrayées perdent mon soutien de jour en jour.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278073807295610880
35,"N'oubliez pas : les ""experts"" de la peste bubonique ont déclaré que les chats propageaient DÉFINITIVEMENT la maladie et encourageaient les gens à les tuer. Lorsque les rats porteurs de tiques ont proliféré sans prédateurs, la maladie s'est propagée.
Je parie que les pro-chats ont été ridiculisés.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282525213272543239
36,"À toute personne se plaignant que des personnes ne portent pas de masque : si les masques fonctionnent comme vous le prétendez, pourquoi avons-nous laissé les gens sortir de prison et ne leur avons-nous pas simplement donné un masque ? De plus, si vous ne voulez pas ouvrir d'écoles, POURQUOI ? Les masques n'arrêteront-ils pas la propagation ? #fakenews #OpenSchools",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285043082266910720
37,"@hector_drummond Beaucoup plus de gens mourront du suicide, de la violence domestique, etc. que de ces conneries #Covid",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276829888289230850
38,@CMOTamilNadu Prolonger le confinement est un crime contre l'humanité. Pourquoi jouer au drame pour la maladie avec 2 % de létalité. #tamilnadu,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1288760786509164544
39,"Parce qu'une fois que nous arrivons à HIT, même les personnes à haut risque courent peu de risques ! Et oui, COVID19 reviendra chaque année, mais chaque retour aura sensiblement moins d'impact. En fait, il deviendra très probablement simplement le cinquième coronavirus à causer le rhume.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287123920752128002
40,"@lynnemarierich @kylamb8 @Carrenimfa Une guerre ? Une guerre contre quoi ? Bugs invisibles ?

Ouais bonne chance pour celui-là. Comment se passe la guerre contre le crime ou la guerre contre la drogue ? :visage_pensant:

Mangez sainement, faites de l'exercice, dormez, lavez-vous les mains et tout ira bien.

#FactsNotFear #NoMasks #nolockdowns",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283457519084400640
41,@PHE_uk @10DowningStreet Peste bubonique maintenant en Chine - avez-vous déjà eu l'impression que vous dérangez Mère Nature avec ce verrouillage ? Elle finira par nous trouver un autre chemin. Laisse la nature suivre son cours,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280785696937172992
42,@GovMikeDeWine La vérité est que vous êtes en voyage de puissance. La vérité est que l'effet à long terme sur les personnes et les enfants sera dévastateur. La vérité est que des vies sont ruinées à mesure que les entreprises souffrent. La vérité est que vous n'avez pas souffert un peu.,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290721089434329091
43,"@SomeBitchIKnow Pourtant, rien n'est dit sur le taux de suicide ou la famine ou tout simplement la montée en flèche des taux d'homicides, que diriez-vous que les experts disent de ne pas voter démocrate parce qu'ils vous feront tuer",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287451009904672769
44,"Nous avons essayé le #confinement avant

Prouvé que ça n'a pas mis fin aux morts

Nous avons essayé les #MasquesOn obligatoires

Prouvé que ça n'a pas mis fin aux morts

Nombre de cas ne se traduisant pas par un taux de mortalité plus élevé

Les experts ont déclaré 2 000 000 à 3 000 000 de décès d'ici mars 2020

Il s'est avéré qu'il avait tort à chaque fois",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281402580342636544
45,@CNNPolitics DESCENDEZ-VOUS ET TRAVAILLEZ DEMS AIMEZ LE BIEN-ÊTRE,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287420880692359179
46,le pays est passé sous l'emprise des fanatiques du confinement. #auspol,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285758080517455873
47,"Nous n'avons pas besoin que le gouvernement nous mette sur ECQ.

#ECQVolontaire",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290113918233276417
48,"@vashon_photo Hey @chicagosmayor le virus sait que cette manifestation est ""juste et juste"" donc pas de virus corana ici, ai-je raison ?",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286679153467686912
49,@MattHancock @SteveBakerHW @andrealeadsom @Telegraph Faire retourner les enfants à l'école maintenant aiderait. Forcer les enfants à porter des masques sera source de division et bouleversant pour la plupart des enfants. #NoMasks,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283713193777475584
50,"SALUT À TOUS! affichez votre taux de létalité de votre État !
Oregon- Population- 4,3 M #COVID__19 Décès -240
Taux de mortalité -.0056%

Divisez le nombre de décès par le nombre d'habitants, puis multipliez par 100 pour obtenir le %.
#CDCcovidFakeNumbers #plannedemic NOT A #epidemic NO #facemasks",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284143947594346499
51,"@gemmaod1 Avec des tests de dépistage du VIH. Les résultats montrent-ils des milliers de faux positifs ? Est-ce que des milliers de personnes se font dire qu'elles ont le VIH et qu'ensuite elles ne l'ont pas fait. Allez c'est une arnaque ! Isolez et validez le virus s'il existe, puis créez un test précis. #sheeple #WakeUpWorld",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286984569762328576
52,"@QTAnon1 @tomtjp01 Je pense que ce sont des animaux impactés par le covid.

Les personnes en difficulté à cause de la fermeture signifient que les animaux dont nous sommes responsables souffrent.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284847290390282242
53,@CNBCMakeIt All grâce à une fausse pandémie.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280336832996061186
54,"@MattHancock Ridicule. Vous utilisez le nombre de cas pour verrouiller les zones, alors que vous devriez utiliser le nombre de cas de soins intensifs ou de décès. L'économie est en train de mourir à cause de votre réaction excessive.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284090913921302531
55,"@MartinSLewis @EndUKLockdown1 Quel que soit le côté de la clôture sur lequel vous vous asseyez, ce verrouillage emmerde les petits magasins indépendants. Boutiques qui s'appuient sur la navigation et la comparaison d'une boutique à une autre. Les chaînes de magasins peuvent survivre à ces restrictions, mais la distanciation sociale est cancéreuse pour tous les autres types de magasins.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283422153292087302
56,"@mdnij34 En colère, pourquoi je ne peux pas sortir, je vais gifler une Karen de jeudi dernier.",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280224079950123008
57,@TomiLahren Les moutons sont complaisants alors que leurs droits sont bafoués. L'hystérie de Covid concerne le pouvoir pur.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282012988862394370
58,"@fox8news Les chiffres sont dans le gouvernement qui a trop réagi, tout devrait redevenir comme avant et les 6% de l'Ohio dans le pool à haut risque devraient rester à la maison ou porter des masques ou quoi que ce soit #openohio",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276655848916422661
59,@hellolanemoore Je suis d'accord sur la crise des loyers. Moi et beaucoup d'autres ne pouvons toujours pas trouver de travail. Certains d'entre nous ont des diplômes BA avec des années d'expérience dans nos domaines respectifs. Vous pouvez remercier les médias pour leur campagne de peur continue et leur signal vertueux de faire sortir ce virus comme le prochain Ebola.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278526704886177792
60,#ArrestBillGates pour avoir menti sur les statistiques sur les cas et les décès et manipulé l'OMS et le CDC #ArrestFauci qui l'aide et l'encourage,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280185463752609795
61,Le confinement tue encore plus de personnes que le virus,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277005221881937920
62,@CBSLA :applaudissements : OUI ! C'est la bonne chose à faire - il n'y a aucune preuve concrète montrant que l'ouverture des écoles provoque une augmentation du nombre de cas - regardez d'autres pays qui l'ont fait #COVID19 #ReOpenSchools,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283228750474289152
63,"@Alyssa_Milano Pas un seul enfant n'est mort de covid en Californie, ma chérie. Et les enfants covid-positifs ne le transmettent généralement pas aux autres.

Des millions d'entreprises et d'emplois disparaîtront à jamais. Peut-être juste arrêter avec le porno paniqué, Alyssa ? :speak_no_evil : #Reopencalifornia",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282885115442429952
64,"J'ai maintenant 70 ans et j'ai eu une belle vie et la dernière chose que je veux, c'est être complice de la suppression de la liberté dont j'ai joui, retirée à toutes les générations futures. #plus de 50 ans",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289960121272094720
65,"@10DowningStreet @tomhfh Je ne visiterai aucun magasin, restaurant, pub, etc. tant que ces mesures de distanciation physique draconiennes seront en place.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278586703742148609
66,@Aymelynn @MetsGrouch @declanoscanlon @GovMurphy D'accord ! J'aimerais savoir qui arrête ce tyran ! Je ne me conformerai PAS au port d'un revêtement inutile sur mon visage ! @GovMurphy a abusé de son pouvoir à plusieurs reprises en violant ses propres ordres !! #BurnYourMask #maskhysteria #masksoff,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280936365685968897
67,"@scarlett_0hara @13thethe Tout est un jeu de chiffres à ce stade. Si vous n'y croyez pas, posez-vous cette question : ""Quelqu'un que je connais est-il mort du #WuhanVirus ?"" Si votre réponse est non, vous n'êtes pas seul.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1282450744231124992
68,"Les mêmes personnes qui ont prêché mon corps mon choix disent maintenant que vous n'avez pas le choix de porter un masque.
#Hypocrisie",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282902757016403968
69,@CyrilRamaposa on passe quand au niveau 2 ? Vous ne pouvez pas nous garder enfermés pour toujours #JobsSaveLives #COVID19,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285932562251227136
70,Il n'y a qu'une seule personne en Amérique qui peut arrêter la folie de Coronamerica. @realDonaldTrump #FireFauci,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282869517241192452
71,"@MspdcaliKag @ModSpecialist_ @Lnr57 @UPMHPM @tressusa1 @NevadaElJefe @TheGrayRider @Sheerglee1 @KimPKAG2020 @lugohely @Tex_MAGA @Dago70_2 @JesseJames45LC @1PatriotRealtor @rowdydowdys1 @FarRight1_2 @EtheElephant1 @RebelNurse7 6 @KathyVotesRed Quel stratagème ! Quelle fraude ! Trump s'entend bien avec lui jusqu'à présent, mais WTP veut qu'il soit renvoyé pour nous avoir induits en erreur. #FauciTheFraud WTP veut récupérer nos vies ! #ConstitutionOverCoronavirus Laissez-nous choisir ! Depuis quand se soucient-ils de savoir si nous vivons ou mourons ? Ils ne s'en soucient toujours pas.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283518601660522497
72,@KamalaHarris Les décès sont en baisse et les médias ne le rapportent pas.,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283499198248185857
73,@ noprezzie2012 @dougducey Et toute son administration ainsi que tous les enseignants et administrateurs d'école dans le grand état de #Arizona. #Covidhoax #Covid19 #coronascam #CoronaVirusUpdates,stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281370630659600385
74,"@KHerriage @UrUnpaidPundit @charliebilello Oui. Mais nous empêchons toujours les enfants d'accéder aux terrains de jeux - souder les portes, remplir les skateparks de sable. Fou. Risque quasi nul pour eux #LetTheChildrenPlay Aimez les enfants - laissez-les partir #BacktoSchool #MAGA",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1277382338641448960
75,"@GavinNewsom Qui vous a fait dictateur, attendez, c'est cette mentalité démoniaque que vous avez du gerrymandering du district dans votre état afin que vous puissiez être élu, puis sentez-vous comme le dictateur. BAISEZ VOS MASQUES ET BAISEZ VOS EXIGENCES. Moi et beaucoup d'autres vivons dans une République libre.",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281820705080905728
76,@newscomauHQ La liberté contre l'oppression inclut la liberté de faire des choix stupides qui mettent en danger d'autres personnes. Mais pourquoi ne pas prendre les devants et trouver une autre façon créative de faire passer le message. S'il te plaît,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287570524080504832
77,"@fordnation Des études récentes sur les centaines de manifestations ont montré que le manque de distanciation sociale n'avait aucun impact sur les taux d'infection.

Quand est-ce que vous et votre confédération des cancres laisserez tomber la mascarade et nous ouvrirez complètement ?",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276682346725605376
78,"Depuis quand un virus avec un taux de survie de 99,7% est-il une pandémie ? Depuis 2020 ? Depuis que les démocrates ont compris qu'ils n'avaient pas de candidat viable à proposer à l'Amérique ? Depuis que le marais a commencé à s'assécher ? Depuis que la cabale du NWO a été dévoilée par @realDonaldTrump ?",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289914664638455808
79,"@realDonaldTrump également le taux de mortalité en baisse BIG TIME!
L'Amérique est prête pour les affaires !",stay_at_home_orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282890341478051840
80,"@theage D'accord, nous passons à l'étape 4. Cela échouera. Et ensuite ? Étape 5 ? Et si aucun vaccin n'est jamais trouvé ? Allons-nous nous cacher pour toujours ? Cette réponse est dénuée de toute logique",stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289747293306929154
81,4/4 millionnaires. @ainsleyearhardt Sortez la tête de votre cul avec les autres politiciens qui exploitent #COVID19 pour le financement de notre gouvernement fédéral. @realDonaldTrump #RouvrirSC #RouvrirNC,stay_at_home_orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253266765687271424
