id,user,screen_name,date,Tweet,lang,reply_id,quote_id,retweet_id,hour,day,Stance,Target
1246989271266975745,1375998686,the_jordanwolfe,2020-04-06 02:33:04+00:00,"@_DamesJean_ I found that source: Emergency approval for a specific type of Hydroxychloroquine, the Sulfate form to treat COVID-19 patients to ease the symptoms of those who already have it. That is not, however, what the President is suggesting for those to take it as a preventative measure.",en,1.246985368941015e+18,None,None,2020-04-06 03:00:00+00:00,2020-04-06 00:00:00+00:00,NONE,hcq
1253455700719796227,754021502375395328,TrmpPnceMkeSens,2020-04-23 22:48:21+00:00,"#WhatSheSaid👇

#COVID19 
#coronavirus 
#QuarantineLife 
#CoronavirusBriefing
#Hydroxychloroquine 
#Heat #Sunlight #Ultravioletlight
#alcohol #bleach
#NoGatesVaccines😡🤬

Bring on #hotfun in the #summertime 👏 https://t.co/fFG0ESDrvQ",en,None,1253450713230958593,None,2020-04-23 23:00:00+00:00,2020-04-24 00:00:00+00:00,FAVOR,hcq
1255740854372892672,843718632295292929,chris_moyler,2020-04-30 06:08:44+00:00,"@prayingmedic We now have clear evidence that Chloroquine and HydroxyChloroquine is very effective in treating COVID

Since we now have this proven backup, what reason is there not to end the lockdown?

Reopen society and treat the sick.
Dont need more vaccines!!

https://t.co/paZq2Avizv",en,1.2556951190233539e+18,None,None,2020-04-30 06:00:00+00:00,2020-04-30 00:00:00+00:00,FAVOR,hcq
1247195807033499649,412036425,andThisAndThat,2020-04-06 16:13:46+00:00,"Does #RudyGuiliani still have stock in #Novartis who manufactures 
#Hydroxychloroquine #Azithromycin and #chloroquine?  

Do #DonaldTrump pals or associates have their stock?

#MichaelCohen gave Novartis access to #Trump before he went to prison. 

#Trump owes people. #COVID19",en,None,None,None,2020-04-06 16:00:00+00:00,2020-04-07 00:00:00+00:00,NONE,hcq
1247528519506092037,1185523139142287360,real_Dabhi,2020-04-07 14:15:51+00:00,"@sachida10 @Brijendrrajput @Dikshapandey22 @netanyamishra_1 @reaal_sachin @Shubham77545566 @TPNsherni @Yogeshgujjar5 @shuklapinkii @Real_Ragini @ekhivillain India has huge numbers of #Hydroxychloroquine so that it can serve the country &amp; all other countries which are facing the covid-19 extremely.! So #मोदी_तुम्हारा_बाप_है has decided to export this medicine to all the needy🇮🇳
#मोदी_तुम्हारा_बाप_है 
#मोदी_तुम्हारा_बाप_है",en,1.247457653053444e+18,None,None,2020-04-07 14:00:00+00:00,2020-04-08 00:00:00+00:00,NONE,hcq
1253099569958846467,951162698833809418,CryptoNacky,2020-04-22 23:13:13+00:00,"@PrisonPolicy @nytimes NY Times pushes death on April 5th declaring HydroxyChloroquine ineffective based on ""Scientific"" evidence.  Thousands die of  TDS. Lawsuits expected https://t.co/ZmXgP1cO6n https://t.co/wRLDOKI5e6",en,1.2530038579632046e+18,None,None,2020-04-22 23:00:00+00:00,2020-04-23 00:00:00+00:00,FAVOR,hcq
1247412513660116997,20261617,Krismarx,2020-04-07 06:34:53+00:00,A MUST READ: Hydroxychloroquine: how an unproven drug became Trump’s coronavirus miracle cure https://t.co/0hmWuEnvK0,en,None,None,None,2020-04-07 07:00:00+00:00,2020-04-07 00:00:00+00:00,AGAINST,hcq
1249764075686354945,11040522,docgotham,2020-04-13 18:19:09+00:00,"Let’s talk about Hydroxychloroquine. 

Here’s what we should say: “If you (or a loved one) have the new coronavirus and believe it would help, you should ask your doctor to prescribe it off-label.” There is, after all, some early evidence it might be helpful.

1/",en,None,None,None,2020-04-13 18:00:00+00:00,2020-04-14 00:00:00+00:00,FAVOR,hcq
1250096918732169221,625577346,skepsheik,2020-04-14 16:21:45+00:00,"No evidence of clinical efficacy of hydroxychloroquine in patients hospitalized for COVID-19 infection with oxygen requirement: results of a study using routinely collected data to emulate a target trial
https://t.co/yFp2Jfg1wX",en,None,None,None,2020-04-14 16:00:00+00:00,2020-04-15 00:00:00+00:00,AGAINST,hcq
1248167941629239298,494391088,Millernote,2020-04-09 08:36:41+00:00,.@GOP'ers with Covid-19 should be offered hydroxychloroquine as a first line therapy. https://t.co/aSOHmif9uE,en,None,1248124024795934720,None,2020-04-09 09:00:00+00:00,2020-04-09 00:00:00+00:00,FAVOR,hcq
1253055430093418496,1098068711863435265,AberaLucas,2020-04-22 20:17:49+00:00,"@hollyhalesss @abraham_ezana @Bisr25 @PranabRulezzzz @Amanuel_Haddush @geetarahasya @palkisu @DrTedros @realDonaldTrump Additional evidence: 
(3) Breaking News: A doctor who led a U.S. agency helping to develop a coronavirus vaccine says he was removed because he questioned the promotion of hydroxychloroquine, a drug endorsed by President Trump without rigorous vetting https://t.co/msOcK6JoNw",en,1.2525078303740723e+18,None,None,2020-04-22 20:00:00+00:00,2020-04-23 00:00:00+00:00,AGAINST,hcq
1253472147395227650,824158846599970816,sickendun2death,2020-04-23 23:53:42+00:00,"@olejonbj It's defiantly possible, but hard to say with the data given. 

There's also a good chance that the #Hydroxychloroquine  is compounding the  damage to other organs caused by COVID, leading to death from heart failure or kidney issues:
https://t.co/2gpHEFFoj6",en,1.2534546802288394e+18,None,None,2020-04-24 00:00:00+00:00,2020-04-24 00:00:00+00:00,AGAINST,hcq
1253489434898685952,1338071226,skipsiperko,2020-04-24 01:02:24+00:00,Democrats to Punish Black Michigan Lawmaker Who Said Trump Helped Her Beat Coronavirus By Urging Hydroxychloroquine Consideration https://t.co/jr2oOJjPI9,en,None,None,None,2020-04-24 01:00:00+00:00,2020-04-24 00:00:00+00:00,FAVOR,hcq
1253628971767476224,587676806,MCmuckraker,2020-04-24 10:16:52+00:00,Hydroxychloroquine had no effect on seriously ill coronavirus patients in New York: study https://t.co/zrY6oOus3x,en,None,None,None,2020-04-24 10:00:00+00:00,2020-04-24 00:00:00+00:00,AGAINST,hcq
1248384195669282816,491577854,HISGLORYME,2020-04-09 22:56:00+00:00,Daniel Dae Kim Claims Hydroxychloroquine Was ‘Critical’ In His Coronavirus Recovery - The Daily Caller https://t.co/6yo6lDITXy,en,None,None,None,2020-04-09 23:00:00+00:00,2020-04-10 00:00:00+00:00,FAVOR,hcq
1246816079390834688,1270322575,MikeMrushd,2020-04-05 15:04:52+00:00,"@TeamTrump @realDonaldTrump Copy Sweden NOT China..Sweden using Hybrid Immunity..Let 90% low/no risk Work &amp; School &amp; Focus on 10% High risk (elderly, sick) ..Combined with Distribution of Hydroxychloroquine &amp; Azithromycin to ALL MDs (Not just Hospitals)=End of COVID by Mass Immunity &amp; Restart Economy today!",en,1.246463537838424e+18,None,None,2020-04-05 15:00:00+00:00,2020-04-06 00:00:00+00:00,FAVOR,hcq
1255835204662558721,532438966,RobertPerkins9,2020-04-30 12:23:39+00:00,"@afneil Yet, 2005 the earlier version of covid, another SARS, chloroquine cured the problem, plenty of study there. So, there, in all sincerity and honesty should be practically ZERO deaths from the anti-malarial drug curable (esp. w/zinc), already confirmed 15 years ago! NEGLIGENCE?",en,1.255537113598169e+18,None,None,2020-04-30 12:00:00+00:00,2020-05-01 00:00:00+00:00,FAVOR,hcq
1252698281060249600,3986625374,DrMAUrsani,2020-04-21 20:38:38+00:00,"Surprised? Not surprised. 🙄 now that the media says it, will everyone finally listen to what physicians have been saying over and over again? #COVID19 #hydroxychloroquine #medtwitter #rheumatology https://t.co/DKYBmFNNcC",en,None,None,None,2020-04-21 21:00:00+00:00,2020-04-22 00:00:00+00:00,AGAINST,hcq
1252732099322351617,46499572,DrOtweets,2020-04-21 22:53:01+00:00,"Study finds no benefit, higher death rate in patients taking hydroxychloroquine for Covid-19 - CNN https://t.co/ZEAiEV9wlW",en,None,None,None,2020-04-21 23:00:00+00:00,2020-04-22 00:00:00+00:00,AGAINST,hcq
1253951202926051328,1244032147284840449,JohnnyM74567603,2020-04-25 07:37:18+00:00,"@KaganSuer @JoeNBC @therecount ""we have purchased and stockpiled 29 million pills of the Hydroxychloroquine...um...29 million...a lot of drug stores have them..."" so what to do with them? Oh...I know...let's introduce a Malaria epidemic into the USA...we will be ready for that...",en,1.2538092992368148e+18,None,None,2020-04-25 08:00:00+00:00,2020-04-25 00:00:00+00:00,NONE,hcq
1253550857133514753,1131854218900336640,myaelenaa,2020-04-24 05:06:28+00:00,"I’m a pharmacy tech &amp; because of how many have died we have moved Chloroquine to a controlled substance. Do not let them make you take it, it won’t help. https://t.co/Gvpf6pZjO5",en,None,1253502519466242048,None,2020-04-24 05:00:00+00:00,2020-04-24 00:00:00+00:00,AGAINST,hcq
1249714795189698560,199434708,lnormen,2020-04-13 15:03:20+00:00,"Shows why prescriptions need to be the job of MD:s. This is a well known side effect of chloroquine, so picking the right patient is crucial. https://t.co/yMcu3S3R1k",en,None,1249707831533735937,None,2020-04-13 15:00:00+00:00,2020-04-14 00:00:00+00:00,NONE,hcq
1255221708103061506,352429706,donengland1,2020-04-28 19:45:50+00:00,It was the VA.             Infectious disease expert slams study that panned hydroxychloroquine as COVID-19 treatment: 'It's a sham' #SmartNews  https://t.co/h1lTuFl5Rb,en,None,None,None,2020-04-28 20:00:00+00:00,2020-04-29 00:00:00+00:00,AGAINST,hcq
1247735155935989765,829328328637214722,parnasri_rch,2020-04-08 03:56:57+00:00,"And that's why India is going careful #Hydroxychloroquine #Trumpdemic 
#TrumpMadness #Hydroxychlorine #IndiaTrustsPmModi #pmcarefund
#PMOI #PMCaresFunds
""Hydroxychloroquine's effectiveness as a treatment for coronavirus is unproven, medical experts warn""  https://t.co/FV7QqGeiB5",en,1.247724694129619e+18,None,None,2020-04-08 04:00:00+00:00,2020-04-08 00:00:00+00:00,AGAINST,hcq
1247544956786479104,110194870,PaulCogan,2020-04-07 15:21:10+00:00,"#China API firms lift output of #hydroxychloroquine, #paracetamol, other key drugs to meet global needs, with a major producer reporting orders up 30% since the end of 2019. #COVID19 #COVID19IndustryDrive https://t.co/8Es3y3CA5a",en,None,None,None,2020-04-07 15:00:00+00:00,2020-04-08 00:00:00+00:00,NONE,hcq
1247320746961010690,358545917,Cernovich,2020-04-07 00:30:14+00:00,"- On a random basis, the trial participants will receive either hydroxychloroquine or a placebo pill — vitamin C — every day for two weeks.

Vitamin C is a placebo?

https://t.co/CxublMUknd",en,None,None,None,2020-04-07 01:00:00+00:00,2020-04-07 00:00:00+00:00,NONE,hcq
1254266672908660738,825858389955600385,RominaG81779894,2020-04-26 04:30:52+00:00,"@morethanmySLE @trgreenauer Even Democrats are recommending hydroxychloroquine as an alternative solution to combat Covid-19. My Cousin is an Assistant Manager from Savon Pharmacy &amp; they're giving priority to the PPL with Positive Coronavirus.  I think that's WONDERFUL!

 https://t.co/qrb9kO8lag via @nypost",en,1.254244799621841e+18,None,None,2020-04-26 05:00:00+00:00,2020-04-26 00:00:00+00:00,FAVOR,hcq
1255696038108807169,809207142901305350,Smi50456413Geno,2020-04-30 03:10:39+00:00,"@hieverya @RealVladivostok @DrEricDing https://t.co/Xc6RP90B9n

Here is an analysis of the significance of only twenty Covid-19 positives out of 65,000 hydroxychloroquine users (for RA or Lupus) in Italy.",en,1.2556935927665132e+18,None,None,2020-04-30 03:00:00+00:00,2020-04-30 00:00:00+00:00,FAVOR,hcq
1246983038858338304,912358919774679040,Doug_Iles77,2020-04-06 02:08:18+00:00,"@realDonaldTrump ""We"" may be smarter, but you're dumber than a box of rocks. The information on a package of Band Aids has more medical knowledge than you. From the FDA's own authorization letter: ""Chloroquine phosphate and hydroxychloroquine sulfate are not FDA-approved for treatment of COVID-19",en,1.2468842034190991e+18,None,None,2020-04-06 02:00:00+00:00,2020-04-06 00:00:00+00:00,AGAINST,hcq
1253078339679592450,15359451,edwardoneill,2020-04-22 21:48:51+00:00,@HeidiNBC Hydroxychloroquine WORKS against Covid-19. Some of the patients die. But they don't have Covid-19 anymore....,en,1.2530780032880927e+18,None,None,2020-04-22 22:00:00+00:00,2020-04-23 00:00:00+00:00,AGAINST,hcq
1255556690700730370,3178558838,CynsTreat,2020-04-29 17:56:56+00:00,"@ag_trader @jimcramer Questions about Oklahoma’s purchase of malaria drug for use against COVID-19 https://t.co/iZ8okWUXDd
If WHO was wrong about Gilead's Remdesivir, could they have been wrong about Hydroxychloroquine? #JustSayin #TruthMatters unfiltered #AllLivesMatter equallyto US #AmericaFirst ppl",en,1.2555397276562473e+18,None,None,2020-04-29 18:00:00+00:00,2020-04-30 00:00:00+00:00,NONE,hcq
1251002276795150336,707871865,AynsRedDog,2020-04-17 04:19:19+00:00,Las Vegas Couple in Their 80s Who Were Infected with COVID-19 Say Hydroxychloroquine Saved Their Lives (VIDEO) https://t.co/fsyM6Und2u,en,None,None,None,2020-04-17 04:00:00+00:00,2020-04-17 00:00:00+00:00,FAVOR,hcq
1247447066495930368,1245586433965883394,yuriiame,2020-04-07 08:52:11+00:00,"@arshumama @TIME India agrees to release unproven 'corona drug' hydroxychloroquine, hours after Donald Trump warned of ""retaliation"" if an export ban was not overturned https://t.co/vlIMsbgoiB",en,1.2474450260800963e+18,None,None,2020-04-07 09:00:00+00:00,2020-04-07 00:00:00+00:00,AGAINST,hcq
1246477430967107584,1925211558,Kalozap,2020-04-04 16:39:12+00:00,@tatertroll @Jali_Cat I will call it! BioWeapon has PEAKED!  President Trump was Right again with Hydroxychloroquine! The COVID-19 has started to decline due to med. but wear your Mask and the American People will naturally start up the Republic Again! Warm up the Barbeques and put the Beer on Ice!,en,1.2464602765784105e+18,None,None,2020-04-04 17:00:00+00:00,2020-04-05 00:00:00+00:00,FAVOR,hcq
1252571612940865536,69172612,arabnews,2020-04-21 12:15:18+00:00,#Oman has purchased 1 million tablets of #hydroxychloroquine to treat people infected with #COVID19 https://t.co/oiUhRk8LYE https://t.co/bjuyWgjQQZ,en,None,None,None,2020-04-21 12:00:00+00:00,2020-04-22 00:00:00+00:00,FAVOR,hcq
1247533028831686657,556667778,krimkund,2020-04-07 14:33:46+00:00,"Hindustan Times: In PM Modi’s hydroxychloroquine export order, a Covid-19 message to the world.
https://t.co/X0gc4wy0ZA

via @GoogleNews",en,None,None,None,2020-04-07 15:00:00+00:00,2020-04-08 00:00:00+00:00,NONE,hcq
1248202028716883973,306923920,BKTAC5,2020-04-09 10:52:08+00:00,"@Acyn Wondering if Barr was exposed to the Ingraham team members that tested positive to Covid19. If he gets it, he has access to Trump’s stockpile of Hyroxychloroquine. He will make a good lab rat.",en,1.2480819884911985e+18,None,None,2020-04-09 11:00:00+00:00,2020-04-09 00:00:00+00:00,NONE,hcq
1247039568911781889,1222663870902362118,HAIFANJM1,2020-04-06 05:52:56+00:00,"Ignoring Expert Opinion, Trump Again Promotes Use of Hydroxychloroquine https://t.co/nUPc4t5qe8",en,None,None,None,2020-04-06 06:00:00+00:00,2020-04-06 00:00:00+00:00,AGAINST,hcq
1251384721092861952,4917244678,LLRobertson75,2020-04-18 05:39:01+00:00,"Studies in China, France &amp; Brazil show #chloroquine &amp; #HCQ failed to help #COVID19 patients. It didn’t help clear the virus faster &amp; didn’t reduce deaths.

Malaria drugs fail to help in coronavirus studies - Los Angeles Times https://t.co/6CaVlrz3Dh",en,None,None,None,2020-04-18 06:00:00+00:00,2020-04-18 00:00:00+00:00,AGAINST,hcq
1248110974986420225,1237945767299395587,my2cents_on,2020-04-09 04:50:19+00:00,"Finally some investigative reporting. They did the math. 
#Hydroxychloroquine #Trump2020 #WWG1WGA  #coronavirus #COVID19 #TrumpPressBriefing https://t.co/aIOE4PcjP9",en,None,1247636061121056774,None,2020-04-09 05:00:00+00:00,2020-04-09 00:00:00+00:00,FAVOR,hcq
1253117681093365760,47035436,jeff_kaye,2020-04-23 00:25:11+00:00,"Playing politics w/Covid

This was not a randomized study.  At admission (before drug intervention), 35.1% of hydroxychloroquine subjects had oxygen saturation readings &lt;=75-94%; 26.6% &gt;=95% for no hydroxychloroquine group, i.e., results cld be artifact of presenting severity! https://t.co/slmaur5L2P",en,None,1252636152013750273,None,2020-04-23 00:00:00+00:00,2020-04-23 00:00:00+00:00,FAVOR,hcq
1249464350244573191,977278523764367360,jd45883604,2020-04-12 22:28:09+00:00,@ConanOBrien My neighbor in CT works in the ward where people are suffering from The Chinese Virus.  These patients are being treated with hydroxychloroquine and ZPak . They are getting good results. Great results with early symptoms. Stay with comedy and leave medicine to the experts.,en,1.249371198405968e+18,None,None,2020-04-12 22:00:00+00:00,2020-04-13 00:00:00+00:00,FAVOR,hcq
1250897812625260545,1232746878032338944,JewWishAshke,2020-04-16 21:24:13+00:00,OMG #Fauci worked at #NIH WHEN THEY ALREADY STUDIED #Hydroxychloroquine ON #CORONAVIRUS &amp; KNEW IT WAS SAFE! #FireFauci Mr. @POTUS https://t.co/6t1k4Ggk5E,en,None,None,None,2020-04-16 21:00:00+00:00,2020-04-17 00:00:00+00:00,FAVOR,hcq
1249214407483121664,921870486732021760,fukushimaexpos2,2020-04-12 05:54:58+00:00,"Safety of hydroxychloroquine, alone and in combination with azithromycin, in light of rapid wide-spread use for COVID-19: a multinational, network cohort and self-controlled case series study | medRxiv https://t.co/9C7e2MBD8x",en,None,None,None,2020-04-12 06:00:00+00:00,2020-04-12 00:00:00+00:00,FAVOR,hcq
1255027112710492162,1037543123587543040,stevemorrisaus,2020-04-28 06:52:35+00:00,"⇉  https://t.co/RTmJBfKgVC ⇇ A new evidence summary for health professionals on hydroxychloroquine is the latest addition to our @NPSMedicineWise COVID-19 information hub.                       
 #COVID19Aus #COVID19Australia https://t.co/oZlkvKE0PR",en,None,None,None,2020-04-28 07:00:00+00:00,2020-04-28 00:00:00+00:00,NONE,hcq
1246890926385115137,20746964,ToneDagger,2020-04-05 20:02:17+00:00,"Let’s do be clear. It was the man’s wife who, after prodding from a reporter, claimed she heard Trump mention the drug, #hydroxychloroquine. She used chloroquine sulfate, a different compound in #FishTankCleaner. I doubt she ever heard Trump speak. You’re a liar. https://t.co/EMtEs3iTYu",en,None,1246586099981574151,None,2020-04-05 20:00:00+00:00,2020-04-06 00:00:00+00:00,NONE,hcq
1249836733702660099,61298849,PIANORAMA,2020-04-13 23:07:52+00:00,South Dakota Gov. Kristi Noem announces statewide hydroxychloroquine trial to formally test its effectiveness against COVID-19 https://t.co/DyBMSb9IGN,en,None,None,None,2020-04-13 23:00:00+00:00,2020-04-14 00:00:00+00:00,NONE,hcq
1247417643436392449,29165357,CuddleTalk,2020-04-07 06:55:16+00:00,"@Nigel_Farage @DavidJoBrexit @BorisJohnson Rudy Giuliani just interviewed Dr. Zelenko on COVID-19, so I’m sending the YouTube link below.

EXCELLENT NEWS:  Hydroxychloroquine Treatment Effective on 699 Patients https://t.co/mBZXRKdRiS via @YouTube",en,1.2472466391794565e+18,None,None,2020-04-07 07:00:00+00:00,2020-04-07 00:00:00+00:00,FAVOR,hcq
1254949699251027968,2682483841,Free_Speech12,2020-04-28 01:44:58+00:00,"#hydroxychloroquine, #Azythromycin and #Zinc 100 percent success rate for 350 patients in NYC.  #COVIDー19 #coronavirusbriefing #WhiteHousePressBriefing https://t.co/xEpuhInaY4",en,None,1242805211888070656,None,2020-04-28 02:00:00+00:00,2020-04-28 00:00:00+00:00,FAVOR,hcq
1249708467188793350,3189208698,papa5d1,2020-04-13 14:38:11+00:00,@CNNnewsroom  Haven't we lost enough frontline workers and 1st responders due to the Corona virus? And now we're using them as Guinea pigs to test the effects of hydro chloroquine?,en,None,None,None,2020-04-13 15:00:00+00:00,2020-04-14 00:00:00+00:00,AGAINST,hcq
1253116558051880960,65466071,Chessie_K,2020-04-23 00:20:43+00:00,Top vaccine expert says he was fired for resisting Trump on hydroxychloroquine | Coronavirus outbreak | The Guardian #CoronaVirus #COVID19  https://t.co/qefakgupeS,en,None,None,None,2020-04-23 00:00:00+00:00,2020-04-23 00:00:00+00:00,AGAINST,hcq
1246639562157436928,781150740853223425,Deplorablehorde,2020-04-05 03:23:27+00:00,"FLASHBACK: Dr. Fauci Downplayed Hydroxychloroquine 2 Weeks Ago -- Now Considered ""Most Effective Therapy"" for COVID-19 by Global Survey of Doctors https://t.co/mADgOcHVJi via @gatewaypundit",en,None,None,None,2020-04-05 03:00:00+00:00,2020-04-05 00:00:00+00:00,FAVOR,hcq
1247729946891628544,790945674049286144,PaesurBiey,2020-04-08 03:36:15+00:00,"Dr Oz on Hannity. Yeah, #Hydroxychloroquine works, and this bombshell. He's part of a group that includes lots of data, like Blue Cross Blue Shield, looking through the data.

And the first 18,000 Lupus patients they've looked at, not a single solitary one ever caught #Covid19",en,None,None,None,2020-04-08 04:00:00+00:00,2020-04-08 00:00:00+00:00,FAVOR,hcq
1253432555786792962,1248296206251560960,OscartheQ1,2020-04-23 21:16:23+00:00,"The key is #HydroxyChloroQuine needs to be prescribed with Zinc Sulfate. This is the true combination.
Quote Tweet https://t.co/kXOKyKX9XX",en,None,1253317571618758656,None,2020-04-23 21:00:00+00:00,2020-04-24 00:00:00+00:00,FAVOR,hcq
1246966424515620865,2974025769,Imustberight,2020-04-06 01:02:17+00:00,@Yamiche He says take hydroxychloroquine which Dr.’s don’t recommend but won’t wear a mask which the CDC does recommend,en,1.246939336307888e+18,None,None,2020-04-06 01:00:00+00:00,2020-04-06 00:00:00+00:00,NONE,hcq
1254227557634973702,28241597,cm_merlin,2020-04-26 01:55:26+00:00,"@axios 29 Million Doses of Hydroxychloroquine @HouseDemocrats 
Trump admin sold to Vets, prisons, nursing homes, untested
https://t.co/T6wlkFcip0
https://t.co/asN31NYn9J",en,1.2541958985668608e+18,1252007667041800199,None,2020-04-26 02:00:00+00:00,2020-04-26 00:00:00+00:00,AGAINST,hcq
